 aaaammgghhpp  FERRAN   ARGE01   CALAMA   LAPRES   NERVBU   PBATTO   STUR00   IMPTRE   ARRO01   PENNEV   ACQULE   SECCPO   PONTEX   LAVA01   TREB01   SCRBUS   CARCAR 
 202009302000     0.00     0.00     0.89     2.71     0.00     1.29     1.69     0.00     0.00     0.00     1.67     2.18     4.12     2.57     6.08    16.66     0.00
 202009302100     0.00     0.00     0.88     2.73     0.00     1.45     1.76     0.00     0.00     0.00     1.67     2.23     4.26     2.62     6.13    16.95     0.00
 202009302200     0.00     0.00     0.87     2.80     0.00     1.47     1.81     0.00     0.00     0.00     1.68     2.29     4.41     2.77     6.22    17.19     0.00
 202009302300     0.00     0.00     0.85     2.83     0.00     1.51     1.88     0.00     0.00     0.00     1.67     2.33     4.49     2.83     6.26    17.34     0.00
 202010010000     0.00     0.00     0.84     2.81     0.00     1.61     2.01     0.00     0.00     0.00     1.65     2.37     4.56     2.96     6.26    17.43     0.00
 202010010100     0.00     0.00     0.82     2.83     0.00     1.69     2.08     0.00     0.00     0.00     1.63     2.36     4.69     3.04     6.26    17.47     0.00
 202010010200     0.00     0.00     0.81     2.82     0.00     1.70     2.15     0.00     0.00     0.00     1.61     2.41     4.73     3.10     6.32    17.48     0.00
 202010010300     0.00     0.00     0.81     2.82     0.00     1.77     2.20     0.00     0.00     0.00     1.64     2.48     4.75     3.14     6.32    17.49     0.00
 202010010400     0.00     0.00     0.81     2.82     0.00     1.82     2.25     0.00     0.00     0.00     1.65     2.56     4.74     3.17     6.29    17.60     0.00
 202010010500     0.00     0.00     0.82     2.81     0.00     1.89     2.26     0.00     0.00     0.00     1.62     2.60     4.75     3.23     6.30    17.62     0.00
 202010010600     0.00     0.00     0.83     2.83     0.00     2.00     2.32     0.00     0.00     0.00     1.60     2.61     4.80     3.23     6.26    17.54     0.00
 202010010700     0.00     0.00     0.82     2.82     0.00     2.07     2.34     0.00     0.00     0.00     1.60     2.61     4.82     3.25     6.24    17.47     0.00
 202010010800     0.00     0.00     0.81     2.79     0.00     2.18     2.35     0.00     0.00     0.00     1.58     2.59     4.81     3.26     6.21    17.38     0.00
 202010010900     0.00     0.00     0.79     2.76     0.00     2.23     2.37     0.00     0.00     0.00     1.57     2.60     4.84     3.32     6.18    17.29     0.00
 202010011000     0.00     0.00     0.78     2.73     0.00     2.26     2.42     0.00     0.00     0.00     1.55     2.62     4.83     3.31     6.16    17.17     0.00
 202010011100     0.00     0.00     0.80     2.71     0.00     2.28     2.41     0.00     0.00     0.00     1.53     2.66     4.81     3.32     6.13    17.04     0.00
 202010011200     0.00     0.00     0.81     2.74     0.00     2.33     2.40     0.00     0.00     0.00     1.51     2.68     4.77     3.33     6.09    16.90     0.00
 202010011300     0.00     0.00     0.83     2.71     0.00     2.37     2.38     0.00     0.00     0.00     1.49     2.71     4.75     3.36     6.03    16.73     0.00
 202010011400     0.00     0.00     0.82     2.68     0.00     2.42     2.38     0.00     0.00     0.00     1.48     2.71     4.74     3.36     5.97    16.55     0.00
 202010011500     0.00     0.00     0.77     2.66     0.00     2.47     2.41     0.00     0.00     0.00     1.47     2.69     4.71     3.34     5.93    16.41     0.00
 202010011600     0.00     0.00     0.77     2.65     0.00     2.51     2.41     0.00     0.00     0.00     1.45     2.71     4.71     3.36     5.90    16.24     0.00
 202010011700     0.00     0.00     0.78     2.62     0.00     2.54     2.39     0.00     0.00     0.00     1.43     2.72     4.68     3.37     5.85    16.10     0.00
 202010011800     0.00     0.00     0.77     2.59     0.00     2.56     2.96     0.00     0.00     0.00     1.41     2.72     4.68     4.03     5.80    15.93     0.00
 202010011900     0.00     0.00     0.76     2.77     0.00     2.63     3.83     0.00     0.00     0.00     1.39     3.14     4.70     6.05     5.78    15.77     0.00
 202010012000     0.00     0.00     0.76     4.67     0.00     2.68     5.34     0.00     0.00     0.00     1.38     5.60     5.11     9.06    10.57    17.24     0.00
 202010012100     0.00     0.00     1.06     5.47     0.00     2.77     8.71     0.00     0.00     0.00     1.38    10.02     7.40    14.98    17.38    26.64     0.00
 202010012200     0.00     0.00     2.58     9.96     0.00     3.41    14.54     0.00     0.00     0.00     1.37    11.53    14.97    19.13    30.76    48.40     0.00
 202010012300     0.00     0.00     5.17    11.95     0.00     5.29    24.95     0.00     0.00     0.00     1.35    10.98    11.40    16.84    50.95    55.50     0.00
 202010020000     0.00     0.00     8.68    12.52     0.01     9.01    20.65     0.00     0.00     0.00     1.44    11.37    11.18    21.75    65.01    82.91     0.00
 202010020100     0.00     0.00    11.27    23.17     0.03    11.97    27.17     0.00     0.00     0.00     1.63    13.33    14.99    30.90    75.14   106.70     0.00
 202010020200     0.00     0.00    23.90    35.72     0.03    15.54    42.76     0.00     0.00     0.00     1.69    14.73    17.80    57.56    86.25   112.53     0.00
 202010020300     0.00     0.00    27.96    29.05     0.02    23.35   135.91     0.00     0.00     0.00     1.50    11.43    13.55   159.62    87.54   115.81     0.00
 202010020400     0.00     0.00    32.99    17.50     0.02    45.37   317.73     0.00     0.00     0.00     1.37     8.89     9.89   259.48    72.53   106.23     0.00
 202010020500     0.00     0.00    39.20    10.22     0.04    74.95   378.14     0.00     0.00     0.00     1.31     8.10     8.19   209.06    52.74    89.80     0.00
 202010020600     0.00     0.00    44.49     8.35     0.11   102.66   309.59     0.00     0.00     0.00     1.34     7.52     7.64   135.19    41.42    70.15     0.00
 202010020700     0.00     0.00    49.12    18.52     0.89   144.62   224.09     0.00     0.00     0.00     6.16    15.58    10.00    87.28    57.43    63.39     0.00
 202010020800     0.00     0.12    67.21    37.68     2.75   308.09   212.71     0.00     0.17     0.00    10.22    31.65    39.86   129.14   127.65    82.73     0.04
 202010020900     0.21     0.64   105.92    42.38     3.34   617.99   238.40     0.16     0.12     0.01     8.24    28.69    42.66   251.03   202.32   126.95     0.45
 202010021000     0.75     4.07   125.45    30.70     1.85   667.00   215.16     0.65     0.09     0.32     4.95    19.27    26.64   338.28   176.77   166.32     0.82
 202010021100     0.17     3.16   130.64    18.92     0.33   515.41   155.65     0.72     0.64     0.61     5.04    16.27    17.88   274.39   133.03   185.76     0.30
 202010021200     0.19     1.27   130.16    11.45     0.09   378.75   102.13     0.79     2.05     0.29     5.52    14.18    16.48   147.74    94.70   150.06     0.19
 202010021300     0.54     0.03   138.32     9.83     0.31   270.07    65.56     0.53     3.93     0.74     5.27    12.48    17.18    83.74    63.06   107.71     0.40
 202010021400     0.26     1.89   141.67     9.26     0.51   203.65    50.46     0.15    14.10     1.71     4.24    11.22    18.46    59.36    47.61    80.85     0.19
 202010021500     0.14    14.79   145.05     9.07     0.96   156.53    45.24     0.04    29.83     3.63     3.56    11.37    15.15    50.91    44.58    68.05     0.12
 202010021600     0.27    16.72   146.63    12.31     1.30   130.54    41.88     0.08    38.02     2.74     3.94    14.46    19.34    49.69    38.22    63.05     0.14
 202010021700     0.11    42.94   168.29    16.85     1.74   117.51    39.92     0.07    59.28     2.73     9.18    20.56    27.36    48.41    39.92    66.76     0.11
 202010021800     0.15    56.60   205.57    17.50     3.38   116.79    38.85     0.17    83.02     2.92    10.36    25.09    43.54    53.58    45.54    90.04     0.16
 202010021900     0.32   119.05   225.30    13.89    11.53   128.70    37.74     0.49   120.09     5.22     6.95    19.70    35.32    64.30    37.72   109.18     0.46
 202010022000     0.73   211.69   223.08     8.11    10.41   143.36    34.39     0.71   195.35     9.24     4.19    16.34    29.31    60.08    28.70   103.27     1.23
 202010022100     0.36   277.67   220.09     2.59     6.10   122.70    18.77     0.16   208.02    15.08     1.51     8.17    10.91    42.21    14.41    75.57     1.18
 202010022200     0.23   150.01   204.27     0.66     1.75   108.30     6.62     0.06   134.80    15.39     0.56     4.53     4.74    21.78     8.12    38.95     0.42
 202010022300     0.15    51.91   168.32     0.08     0.04   101.09     2.61     0.42    69.04    10.61     0.13     2.19     1.20     6.74     4.39    18.45     0.08
 202010030000     0.00     9.19    99.61     0.00     0.06    74.64     0.87     0.20    16.11     3.67     0.01     0.97     0.31     2.21     2.43     7.95     0.26
 202010030100     0.00     1.26    49.89     0.00     0.00    36.74     0.37     0.00     2.92     0.34     0.00     0.24     0.07     0.35     1.77     3.05     0.00
 202010030200     0.00     0.00    22.50     0.00     0.00    17.77     0.19     0.00     0.00     0.00     0.00     0.03     0.00     0.05     1.02     0.99     0.00
 202010030300     0.00     0.00     7.83     0.00     0.00     9.28     0.06     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.47     0.13     0.00
 202010030400     0.00     0.00     2.36     0.00     0.00     3.75     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.20     0.00     0.00
 202010030500     0.00     0.00     0.80     0.00     0.00     1.15     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.03     0.00     0.00
 202010030600     0.00     0.00     0.27     0.00     0.00     0.41     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010030700     0.00     0.00     0.03     0.00     0.00     0.08     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010030800     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010030900     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010031000     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010031100     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
